Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Method,org.apache.commons.collections.BeanMap.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.BeanMap.valueIterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,0.0,15.0,3.0,10.0,5.0,2.0,6.0,10.0,6.0,6.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.BeanMap.valueIterator.(Anon_10).hasNext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.BeanMap.valueIterator.(Anon_10).next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,4.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.BeanMap.valueIterator.(Anon_10).remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.BeanMap.values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,7.0,2.0,4.0,6.0,7.0,5.0,6.0,3.0,5.0,2.0,1.0,,,,1.0,,,0.86,2,1,,
Abstract Method,org.apache.commons.collections.BidiMap.getKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17.0,0.0,1.0,1.0,0.0,16.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,16.0,0,0,,
Abstract Method,org.apache.commons.collections.BidiMap.inverseBidiMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,13.0,0.0,1.0,1.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,12.0,0,0,,
Abstract Method,org.apache.commons.collections.BidiMap.mapIterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,19.0,0.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,18.0,0,0,,
Abstract Method,org.apache.commons.collections.BidiMap.put,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,29.0,0.0,1.0,1.0,0.0,28.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,28.0,0,0,,
Abstract Method,org.apache.commons.collections.BidiMap.removeValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,0.0,1.0,1.0,0.0,19.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,19.0,0,0,,
Public Method,org.apache.commons.collections.BinaryHeap.add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,4.0,1.0,2.0,6.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.5,1,1,,
Public Method,org.apache.commons.collections.BinaryHeap.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.0,1,1,,
Private Method,org.apache.commons.collections.BinaryHeap.compare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,15.0,0.0,7.0,1.0,4.0,8.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.14,2,1,,
Public Method,org.apache.commons.collections.BinaryHeap.get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,7.0,1.0,4.0,6.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.86,2,1,,
Protected Method,org.apache.commons.collections.BinaryHeap.grow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,,,,0.0,,,0.6,1,1,,
Public Method,org.apache.commons.collections.BinaryHeap.insert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,16.0,0.0,10.0,1.0,6.0,6.0,4.0,3.0,6.0,1.0,5.0,3.0,1.0,,,,1.0,,,0.6,3,1,,
Public Method,org.apache.commons.collections.BinaryHeap.isEmpty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,,
Public Method,org.apache.commons.collections.BinaryHeap.isFull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,,
Public Method,org.apache.commons.collections.BinaryHeap.iterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,55.0,5.0,45.0,2.0,34.0,6.0,1.0,20.0,31.0,7.0,24.0,1.0,1.0,,,,0.0,,,0.13,1,1,,
Public Method,org.apache.commons.collections.BinaryHeap.iterator.(Anon_1).hasNext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.BinaryHeap.iterator.(Anon_1).next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,6.0,0.0,5.0,0.0,4.0,4.0,6.0,1.0,5.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.BinaryHeap.iterator.(Anon_1).remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,30.0,0.0,30.0,1.0,23.0,1.0,9.0,12.0,19.0,2.0,17.0,7.0,1.0,,,,3.0,,,0.03,7,1,,
Public Method,org.apache.commons.collections.BinaryHeap.peek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,13.0,0.0,7.0,1.0,4.0,6.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.86,2,1,,
Protected Method,org.apache.commons.collections.BinaryHeap.percolateDownMaxHeap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,31.0,5.0,16.0,4.0,11.0,10.0,2.0,8.0,12.0,4.0,8.0,4.0,3.0,,,,2.0,,,0.63,4,3,,
Protected Method,org.apache.commons.collections.BinaryHeap.percolateDownMinHeap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,31.0,5.0,16.0,4.0,11.0,10.0,2.0,8.0,12.0,4.0,8.0,4.0,3.0,,,,2.0,,,0.63,4,3,,
Protected Method,org.apache.commons.collections.BinaryHeap.percolateUpMaxHeap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,21.0,2.0,10.0,4.0,7.0,9.0,2.0,6.0,8.0,4.0,4.0,2.0,1.0,,,,1.0,,,0.9,2,1,,
Protected Method,org.apache.commons.collections.BinaryHeap.percolateUpMaxHeap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,4.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.75,1,1,,
Protected Method,org.apache.commons.collections.BinaryHeap.percolateUpMinHeap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,19.0,0.0,10.0,4.0,7.0,9.0,2.0,6.0,8.0,4.0,4.0,2.0,1.0,,,,1.0,,,0.9,2,1,,
Protected Method,org.apache.commons.collections.BinaryHeap.percolateUpMinHeap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,4.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.75,1,1,,
Public Method,org.apache.commons.collections.BinaryHeap.pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,25.0,3.0,13.0,2.0,9.0,9.0,6.0,6.0,9.0,2.0,8.0,3.0,1.0,,,,2.0,,,0.69,3,1,,
Public Method,org.apache.commons.collections.BinaryHeap.remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,0.0,7.0,1.0,4.0,6.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.86,2,1,,
Public Method,org.apache.commons.collections.BinaryHeap.size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.BinaryHeap.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,22.0,4.0,12.0,2.0,8.0,6.0,3.0,8.0,11.0,3.0,9.0,3.0,1.0,,,,2.0,,,0.5,3,1,,
Abstract Method,org.apache.commons.collections.BoundedCollection.isFull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,,
Abstract Method,org.apache.commons.collections.BoundedCollection.maxSize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,29.0,5.0,16.0,1.0,10.0,8.0,5.0,6.0,11.0,1.0,10.0,5.0,1.0,,,,1.0,,,0.5,5,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,6.0,1.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,,
Private Method,org.apache.commons.collections.BoundedFifoBuffer.decrement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,13.0,0.0,7.0,1.0,4.0,6.0,1.0,3.0,5.0,1.0,4.0,2.0,1.0,,,,1.0,,,0.86,2,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,1.0,6.0,1.0,3.0,6.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.0,2,1,,
Private Method,org.apache.commons.collections.BoundedFifoBuffer.increment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,13.0,0.0,7.0,1.0,4.0,6.0,1.0,3.0,5.0,1.0,4.0,2.0,1.0,,,,1.0,,,0.86,2,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.isEmpty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.isFull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.iterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,9.0,40.0,2.0,32.0,7.0,1.0,24.0,33.0,8.0,25.0,1.0,1.0,,,,0.0,,,0.17,1,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.iterator.(Anon_1).hasNext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.iterator.(Anon_1).next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,0.0,7.0,0.0,6.0,0.0,6.0,5.0,7.0,1.0,6.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.iterator.(Anon_1).remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,28.0,3.0,23.0,1.0,19.0,2.0,7.0,14.0,19.0,2.0,17.0,5.0,1.0,,,,2.0,,,0.09,5,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.maxSize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,25.0,5.0,14.0,2.0,9.0,6.0,6.0,6.0,10.0,2.0,8.0,4.0,1.0,,,,2.0,,,0.43,4,1,,
Public Method,org.apache.commons.collections.BoundedFifoBuffer.size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18.0,2.0,11.0,2.0,8.0,5.0,1.0,5.0,8.0,2.0,6.0,4.0,1.0,,,,1.0,,,0.45,4,1,,
Abstract Method,org.apache.commons.collections.BoundedMap.isFull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,,
Abstract Method,org.apache.commons.collections.BoundedMap.maxSize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,,
Abstract Method,org.apache.commons.collections.Buffer.get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,7.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,,
Abstract Method,org.apache.commons.collections.Buffer.remove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,7.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,6.0,0,0,,
Public Final Method,org.apache.commons.collections.BufferOverflowException.getCause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Final Method,org.apache.commons.collections.BufferUnderflowException.getCause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.blockingBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,0.0,3.0,1.0,1.0,12.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.0,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.blockingBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,0.0,3.0,1.0,1.0,14.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.67,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.boundedBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,0.0,3.0,1.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.33,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.boundedBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,0.0,3.0,1.0,1.0,14.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.67,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.predicatedBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,16.0,0.0,3.0,1.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.33,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.synchronizedBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,23.0,0.0,3.0,1.0,1.0,20.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,6.67,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.transformedBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,0.0,3.0,1.0,1.0,12.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.0,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.typedBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,3.0,1.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,,
Public Static Method,org.apache.commons.collections.BufferUtils.unmodifiableBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,,
Public Method,org.apache.commons.collections.BulkTest.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,7.0,1.0,4.0,6.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.86,2,1,,
Public Method,org.apache.commons.collections.BulkTest.ignoredTests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,36.0,0.0,3.0,1.0,1.0,33.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,11.0,1,1,,
Public Static Method,org.apache.commons.collections.BulkTest.makeSuite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,24.0,0.0,9.0,1.0,5.0,15.0,6.0,3.0,6.0,1.0,5.0,3.0,1.0,,,,1.0,,,1.67,3,1,,
Public Method,org.apache.commons.collections.BulkTest.toString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Method,org.apache.commons.collections.BulkTestSuiteMaker.addBulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,41.0,6.0,24.0,5.0,20.0,13.0,10.0,18.0,22.0,5.0,18.0,5.0,5.0,,,,2.0,,,0.54,5,5,,
Method,org.apache.commons.collections.BulkTestSuiteMaker.addTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,15.0,0.0,7.0,2.0,5.0,8.0,6.0,5.0,7.0,2.0,6.0,2.0,1.0,,,,1.0,,,1.14,2,1,,
Private Static Method,org.apache.commons.collections.BulkTestSuiteMaker.getBaseName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,0.0,8.0,3.0,5.0,6.0,4.0,4.0,6.0,3.0,5.0,2.0,1.0,,,,1.0,,,0.75,2,1,,
Private Static Method,org.apache.commons.collections.BulkTestSuiteMaker.getTestCaseConstructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,8.0,1.0,5.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Private Static Method,org.apache.commons.collections.BulkTestSuiteMaker.isBulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,9.0,2.0,7.0,3.0,8.0,7.0,13.0,2.0,12.0,6.0,6.0,,,,1.0,,,0.33,6,6,,
Private Static Method,org.apache.commons.collections.BulkTestSuiteMaker.isTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,0.0,9.0,2.0,7.0,3.0,8.0,7.0,13.0,2.0,12.0,6.0,6.0,,,,1.0,,,0.33,6,6,,
Public Method,org.apache.commons.collections.BulkTestSuiteMaker.make,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,19.0,1.0,13.0,3.0,10.0,5.0,11.0,9.0,11.0,3.0,10.0,2.0,1.0,,,,1.0,,,0.38,2,1,,
Method,org.apache.commons.collections.BulkTestSuiteMaker.make,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15.0,0.0,8.0,3.0,5.0,7.0,6.0,6.0,10.0,4.0,8.0,4.0,1.0,,,,2.0,,,0.88,4,1,,
Private Static Method,org.apache.commons.collections.BulkTestSuiteMaker.makeFirstTestCase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,8.0,2.0,5.0,0.0,5.0,5.0,8.0,3.0,6.0,3.0,3.0,,,,2.0,,,0.0,3,3,,
Private Static Method,org.apache.commons.collections.BulkTestSuiteMaker.makeTestCase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,0.0,13.0,2.0,10.0,3.0,5.0,6.0,8.0,2.0,7.0,4.0,4.0,,,,1.0,,,0.23,4,4,,
Public Abstract Method,org.apache.commons.collections.Closure.execute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,8.0,0,0,,
Public Static Method,org.apache.commons.collections.ClosureUtils.asClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,0.0,3.0,1.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.chainedClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,3.0,1.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.67,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.chainedClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,0.0,3.0,1.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.67,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.chainedClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,0.0,3.0,1.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.33,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.doWhileClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,3.0,1.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.67,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.exceptionClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.forClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,3.0,1.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.67,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.ifClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,16.0,0.0,3.0,1.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.33,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.ifClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16.0,0.0,3.0,1.0,1.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.33,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.invokerClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,0.0,3.0,1.0,1.0,12.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,4.0,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.invokerClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18.0,0.0,3.0,1.0,1.0,15.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,5.0,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.nopClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.switchClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,0.0,3.0,1.0,1.0,17.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,5.67,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.switchClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,22.0,0.0,3.0,1.0,1.0,19.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,6.33,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.switchClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,0.0,3.0,1.0,1.0,20.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,6.67,1,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.switchMapClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,36.0,0.0,19.0,7.0,15.0,17.0,11.0,15.0,17.0,8.0,13.0,3.0,1.0,,,,1.0,,,0.89,3,1,,
Public Static Method,org.apache.commons.collections.ClosureUtils.whileClosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,3.0,1.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.67,1,1,,
