Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Method,org.jfree.chart.ChartPanel.getSelectionState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,20.0,0.0,10.0,3.0,6.0,10.0,6.0,4.0,7.0,3.0,6.0,3.0,3.0,,,,2.0,,,1.0,3,3,1.0,Low
Public Method,org.jfree.chart.ChartPanel.getToolTipText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,25.0,2.0,16.0,6.0,11.0,7.0,7.0,6.0,10.0,5.0,8.0,4.0,1.0,,,,3.0,,,0.44,4,1,0.44,Medium
Public Method,org.jfree.chart.ChartPanel.getUseBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.ChartPanel.getZoomAroundAnchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,3.33,Very Low
Public Method,org.jfree.chart.ChartPanel.getZoomFillPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,3.33,Very Low
Public Method,org.jfree.chart.ChartPanel.getZoomHandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.getZoomInFactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.getZoomOutFactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.getZoomOutlinePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,3.33,Very Low
Public Method,org.jfree.chart.ChartPanel.getZoomRectangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.getZoomTriggerDistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.ChartPanel.isDomainZoomable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.ChartPanel.isEnforceFileExtensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.ChartPanel.isMouseWheelEnabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.ChartPanel.isRangeZoomable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.ChartPanel.mouseClicked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,48.0,3.0,10.0,3.0,6.0,35.0,4.0,4.0,7.0,3.0,6.0,3.0,1.0,,,,1.0,,,3.5,3,1,3.5,Very Low
Public Method,org.jfree.chart.ChartPanel.mouseDragged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,24.0,4.0,13.0,3.0,8.0,7.0,5.0,5.0,9.0,3.0,8.0,4.0,1.0,,,,1.0,,,0.54,4,1,0.54,Medium
Public Method,org.jfree.chart.ChartPanel.mouseEntered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,32.0,5.0,20.0,4.0,15.0,7.0,15.0,12.0,16.0,4.0,15.0,4.0,1.0,,,,1.0,,,0.35,4,1,0.35,Medium
Public Method,org.jfree.chart.ChartPanel.mouseExited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,26.0,1.0,17.0,4.0,12.0,8.0,9.0,9.0,13.0,4.0,12.0,4.0,1.0,,,,1.0,,,0.47,4,1,0.47,Medium
Public Method,org.jfree.chart.ChartPanel.mouseMoved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,34.0,4.0,23.0,9.0,16.0,7.0,9.0,12.0,18.0,9.0,15.0,6.0,1.0,,,,2.0,,,0.3,6,1,0.3,High
Public Method,org.jfree.chart.ChartPanel.mousePressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,57.0,4.0,44.0,9.0,30.0,9.0,11.0,19.0,29.0,8.0,25.0,10.0,3.0,,,,3.0,,,0.2,10,3,0.2,High
Public Method,org.jfree.chart.ChartPanel.mouseReleased,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,27.0,3.0,16.0,3.0,10.0,8.0,8.0,6.0,11.0,3.0,10.0,5.0,1.0,,,,2.0,,,0.5,5,1,0.5,Medium
Public Method,org.jfree.chart.ChartPanel.overlayChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.paintComponent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,141.0,22.0,100.0,27.0,85.0,20.0,34.0,57.0,69.0,20.0,67.0,12.0,1.0,,,,3.0,,,0.2,12,1,0.2,High
Public Method,org.jfree.chart.ChartPanel.print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,25.0,2.0,13.0,6.0,10.0,10.0,6.0,8.0,10.0,6.0,8.0,2.0,1.0,,,,1.0,,,0.77,2,1,0.77,Low
Public Method,org.jfree.chart.ChartPanel.putSelectionState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,4.0,2.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.5,1,1,2.5,Very Low
Private Method,org.jfree.chart.ChartPanel.readObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,3.0,10.0,2.0,6.0,10.0,6.0,5.0,7.0,1.0,6.0,2.0,1.0,,,,1.0,,,1.0,2,1,1.0,Low
Public Method,org.jfree.chart.ChartPanel.removeChartMouseListener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.ChartPanel.removeMouseHandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,0.0,6.0,1.0,3.0,11.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.83,2,1,1.83,Very Low
Public Method,org.jfree.chart.ChartPanel.removeOverlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,0.0,10.0,2.0,6.0,7.0,3.0,4.0,7.0,2.0,6.0,3.0,1.0,,,,1.0,,,0.7,3,1,0.7,Medium
Public Method,org.jfree.chart.ChartPanel.restoreAutoBounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.0,0.0,11.0,3.0,8.0,6.0,5.0,7.0,9.0,3.0,8.0,2.0,1.0,,,,1.0,,,0.55,2,1,0.55,Medium
Public Method,org.jfree.chart.ChartPanel.restoreAutoDomainBounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,19.0,0.0,12.0,6.0,9.0,7.0,5.0,7.0,9.0,5.0,7.0,3.0,1.0,,,,1.0,,,0.58,3,1,0.58,Medium
Public Method,org.jfree.chart.ChartPanel.restoreAutoRangeBounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,19.0,0.0,12.0,6.0,9.0,7.0,5.0,7.0,9.0,5.0,7.0,3.0,1.0,,,,1.0,,,0.58,3,1,0.58,Medium
Public Method,org.jfree.chart.ChartPanel.scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16.0,0.0,8.0,6.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Protected Method,org.jfree.chart.ChartPanel.setAnchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setChart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,38.0,3.0,28.0,3.0,21.0,7.0,14.0,16.0,21.0,3.0,19.0,5.0,1.0,,,,2.0,,,0.25,5,1,0.25,High
Public Method,org.jfree.chart.ChartPanel.setDefaultDirectoryForSaveAs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,0.0,9.0,1.0,5.0,8.0,2.0,2.0,5.0,1.0,4.0,3.0,1.0,,,,2.0,,,0.89,3,1,0.89,Low
Public Method,org.jfree.chart.ChartPanel.setDismissDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.ChartPanel.setDisplayToolTips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,0.0,8.0,1.0,4.0,8.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.0,2,1,1.0,Low
Public Method,org.jfree.chart.ChartPanel.setDomainZoomable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19.0,0.0,12.0,3.0,7.0,7.0,3.0,4.0,7.0,3.0,5.0,3.0,1.0,,,,2.0,,,0.58,3,1,0.58,Medium
Public Method,org.jfree.chart.ChartPanel.setEnforceFileExtensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.setFillZoomRectangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setInitialDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.ChartPanel.setMaximumDrawHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setMaximumDrawWidth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setMinimumDrawHeight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setMinimumDrawWidth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setMouseWheelEnabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,19.0,0.0,9.0,1.0,5.0,10.0,3.0,3.0,6.0,1.0,5.0,3.0,1.0,,,,1.0,,,1.11,3,1,1.11,Very Low
Public Method,org.jfree.chart.ChartPanel.setMouseZoomable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setMouseZoomable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,5.0,1.0,3.0,7.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,,,,0.0,,,1.4,1,1,1.4,Very Low
Public Method,org.jfree.chart.ChartPanel.setPopupMenu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.ChartPanel.setRangeZoomable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,0.0,12.0,3.0,7.0,5.0,3.0,4.0,7.0,3.0,5.0,3.0,1.0,,,,2.0,,,0.42,3,1,0.42,Medium
Public Method,org.jfree.chart.ChartPanel.setRefreshBuffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.setReshowDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,2.67,Very Low
Public Method,org.jfree.chart.ChartPanel.setSelectionFillPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setSelectionOutlinePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.ChartPanel.setSelectionOutlineStroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.setSelectionShape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.chart.ChartPanel.setZoomAroundAnchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,3.33,Very Low
Public Method,org.jfree.chart.ChartPanel.setZoomFillPaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,0.0,6.0,1.0,3.0,10.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.67,2,1,1.67,Very Low
Public Method,org.jfree.chart.ChartPanel.setZoomInFactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.setZoomOutFactor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.setZoomOutlinePaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,3.33,Very Low
Public Method,org.jfree.chart.ChartPanel.setZoomRectangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartPanel.setZoomTriggerDistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.0,1,1,2.0,Very Low
Public Method,org.jfree.chart.ChartPanel.translateJava2DToScreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,13.0,0.0,6.0,4.0,4.0,7.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,,,,0.0,,,1.17,1,1,1.17,Very Low
Public Method,org.jfree.chart.ChartPanel.translateScreenToJava2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,14.0,0.0,6.0,4.0,4.0,8.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,,,,0.0,,,1.33,1,1,1.33,Very Low
Public Method,org.jfree.chart.ChartPanel.updateUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,6.0,1.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.83,2,1,0.83,Low
Private Method,org.jfree.chart.ChartPanel.writeObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,5.0,1.0,3.0,7.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,,,,0.0,,,1.4,1,1,1.4,Very Low
Public Method,org.jfree.chart.ChartPanel.zoom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,48.0,5.0,33.0,17.0,27.0,10.0,20.0,16.0,20.0,11.0,18.0,4.0,1.0,,,,3.0,,,0.3,4,1,0.3,High
Public Method,org.jfree.chart.ChartPanel.zoomInBoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,0.0,11.0,3.0,8.0,9.0,5.0,7.0,9.0,3.0,8.0,2.0,1.0,,,,1.0,,,0.82,2,1,0.82,Low
Public Method,org.jfree.chart.ChartPanel.zoomInDomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,0.0,12.0,4.0,9.0,11.0,6.0,6.0,8.0,4.0,6.0,2.0,1.0,,,,1.0,,,0.92,2,1,0.92,Low
Public Method,org.jfree.chart.ChartPanel.zoomInRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,0.0,12.0,4.0,9.0,11.0,6.0,6.0,8.0,4.0,6.0,2.0,1.0,,,,1.0,,,0.92,2,1,0.92,Low
Public Method,org.jfree.chart.ChartPanel.zoomOutBoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,0.0,11.0,3.0,8.0,9.0,5.0,7.0,9.0,3.0,8.0,2.0,1.0,,,,1.0,,,0.82,2,1,0.82,Low
Public Method,org.jfree.chart.ChartPanel.zoomOutDomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,0.0,12.0,4.0,9.0,11.0,6.0,6.0,8.0,4.0,6.0,2.0,1.0,,,,1.0,,,0.92,2,1,0.92,Low
Public Method,org.jfree.chart.ChartPanel.zoomOutRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,23.0,0.0,12.0,4.0,9.0,11.0,6.0,6.0,8.0,4.0,6.0,2.0,1.0,,,,1.0,,,0.92,2,1,0.92,Low
Public Method,org.jfree.chart.ChartRenderingInfo.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,7.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,2.0,1.0,,,,1.0,,,0.57,2,1,0.57,Medium
Public Method,org.jfree.chart.ChartRenderingInfo.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,0.0,11.0,3.0,7.0,7.0,5.0,5.0,8.0,3.0,6.0,3.0,1.0,,,,1.0,,,0.64,3,1,0.64,Medium
Public Method,org.jfree.chart.ChartRenderingInfo.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,26.0,0.0,19.0,2.0,12.0,7.0,2.0,7.0,13.0,2.0,11.0,6.0,6.0,,,,1.0,,,0.37,6,6,0.37,Medium
Public Method,org.jfree.chart.ChartRenderingInfo.getChartArea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartRenderingInfo.getEntityCollection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartRenderingInfo.getPlotInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.ChartRenderingInfo.getRenderingSource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Private Method,org.jfree.chart.ChartRenderingInfo.readObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,5.0,2.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.6,1,1,1.6,Very Low
Public Method,org.jfree.chart.ChartRenderingInfo.setChartArea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartRenderingInfo.setEntityCollection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.chart.ChartRenderingInfo.setRenderingSource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Private Method,org.jfree.chart.ChartRenderingInfo.writeObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.75,1,1,1.75,Very Low
Public Abstract Method,org.jfree.chart.ChartTheme.apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,5.0,Very Low
Private Method,org.jfree.chart.ChartTransferable.createBufferedImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,61.0,4.0,41.0,14.0,33.0,16.0,6.0,25.0,31.0,10.0,25.0,6.0,1.0,,,,1.0,,,0.39,6,1,0.39,Medium
Public Method,org.jfree.chart.ChartTransferable.getTransferData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,22.0,1.0,11.0,2.0,6.0,10.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,1.0,,,0.91,2,1,0.91,Low
Public Method,org.jfree.chart.ChartTransferable.getTransferDataFlavors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.chart.ChartTransferable.isDataFlavorSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Static Method,org.jfree.chart.ChartUtilities.applyCurrentTheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Static Method,org.jfree.chart.ChartUtilities.encodeAsPNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Static Method,org.jfree.chart.ChartUtilities.encodeAsPNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,17.0,0.0,6.0,3.0,2.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.83,1,1,1.83,Very Low
