Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential
Public Class,org.jfree.chart.plot.dial.DialLayerChangeEvent,9.0,0.0,4.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,1.0,2.0,9.0,0.0,0.0,0.0,2.0,,31.0,4.0,10.0,4.0,3.0,17.0,,4.0,7.0,4.0,3.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.7,2,2
Public Interface,org.jfree.chart.plot.dial.DialLayerChangeListener,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,2.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,11.0,2.0,3.0,2.0,0.0,6.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0
Public Class,org.jfree.chart.plot.dial.DialPlot,16.0,0.0,9.0,7.0,2.0,1.0,,,,,2.0,33.0,33.0,0.0,,1.0,0.0,,,,40.0,12.0,41.0,108.0,0.0,3.0,0.0,38.0,,772.0,67.0,369.0,93.0,220.0,336.0,,181.0,269.0,89.0,209.0,,,12.0,12.0,2.0,3.0,86.0,82.0,0.91,87,54
Public Abstract Class,org.jfree.chart.plot.dial.DialPointer,11.0,0.0,5.0,7.0,1.0,1.0,,,,,5.0,3.0,3.0,2.0,,0.0,0.0,,,,10.0,2.0,10.0,21.0,0.0,0.0,2.0,8.0,,585.0,62.0,257.0,85.0,154.0,266.0,,136.0,190.0,73.0,140.0,,,5.0,5.0,2.0,1.0,55.0,45.0,1.04,14,14
Public Static Class,org.jfree.chart.plot.dial.DialPointer.Pin,14.0,0.0,7.0,7.0,2.0,1.0,,,,,1.0,22.0,22.0,0.0,,0.0,1.0,,,,11.0,2.0,11.0,32.0,0.0,2.0,0.0,9.0,,180.0,19.0,82.0,28.0,48.0,79.0,,41.0,59.0,24.0,43.0,,,5.0,5.0,3.0,1.0,27.0,18.0,0.96,17,15
Public Static Class,org.jfree.chart.plot.dial.DialPointer.Pointer,17.0,1.0,9.0,7.0,2.0,1.0,,,,,1.0,22.0,22.0,0.0,,0.0,1.0,,,,13.0,3.0,13.0,34.0,0.0,2.0,0.0,11.0,,263.0,28.0,122.0,41.0,82.0,113.0,,73.0,94.0,34.0,75.0,,,6.0,6.0,3.0,1.0,44.0,36.0,0.93,20,18
Public Interface,org.jfree.chart.plot.dial.DialScale,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,1.0,,0.0,0.0,,,,2.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,,26.0,3.0,4.0,3.0,0.0,19.0,,2.0,3.0,3.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,4.75,0,0
Public Class,org.jfree.chart.plot.dial.DialTextAnnotation,15.0,0.0,7.0,8.0,2.0,1.0,,,,,5.0,22.0,22.0,0.0,,0.0,1.0,,,,20.0,6.0,20.0,31.0,0.0,2.0,0.0,18.0,,344.0,30.0,145.0,38.0,80.0,169.0,,69.0,104.0,34.0,74.0,,,9.0,9.0,2.0,1.0,68.0,68.0,1.17,34,28
Public Class,org.jfree.chart.plot.dial.DialValueIndicator,15.0,0.0,7.0,8.0,2.0,1.0,,,,,5.0,34.0,34.0,0.0,,0.0,1.0,,,,40.0,15.0,40.0,51.0,0.0,3.0,0.0,37.0,,720.0,68.0,316.0,83.0,184.0,336.0,,161.0,233.0,78.0,172.0,,,17.0,17.0,2.0,1.0,86.0,83.0,1.06,71,58
Public Class,org.jfree.chart.plot.dial.StandardDialFrame,15.0,0.0,7.0,7.0,2.0,1.0,,,,,5.0,21.0,21.0,0.0,,0.0,1.0,,,,17.0,4.0,17.0,28.0,0.0,2.0,0.0,15.0,,297.0,27.0,130.0,38.0,77.0,140.0,,64.0,92.0,32.0,67.0,,,7.0,7.0,2.0,1.0,54.0,54.0,1.08,27,23
Public Class,org.jfree.chart.plot.dial.StandardDialRange,14.0,0.0,7.0,7.0,2.0,1.0,,,,,5.0,20.0,20.0,0.0,,0.0,1.0,,,,22.0,6.0,22.0,33.0,0.0,2.0,0.0,20.0,,375.0,34.0,164.0,47.0,95.0,177.0,,79.0,116.0,40.0,84.0,,,9.0,9.0,2.0,1.0,69.0,64.0,1.08,36,30
Public Class,org.jfree.chart.plot.dial.StandardDialScale,16.0,0.0,8.0,8.0,2.0,1.0,,,,,5.0,26.0,26.0,0.0,,0.0,1.0,,,,49.0,19.0,49.0,60.0,0.0,2.0,0.0,47.0,,951.0,77.0,395.0,98.0,233.0,480.0,,198.0,286.0,91.0,206.0,,,20.0,20.0,2.0,4.0,88.0,86.0,1.22,87,72
Public Class,org.jfree.chart.plot.dial.junit.MyDialLayerChangeListener,6.0,0.0,2.0,4.0,1.0,1.0,,,,,2.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,20.0,3.0,6.0,3.0,0.0,11.0,,0.0,3.0,3.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.83,2,2
Public Class,org.jfree.chart.plot.junit.MyPlotChangeListener,8.0,0.0,3.0,5.0,1.0,1.0,,,,,2.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,,42.0,6.0,15.0,6.0,4.0,21.0,,5.0,10.0,6.0,4.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.4,4,4
Public Abstract Class,org.jfree.chart.renderer.AbstractRenderer,17.0,0.0,7.0,9.0,2.0,1.0,,,,,3.0,40.0,40.0,4.0,,0.0,11.0,,,,158.0,46.0,158.0,158.0,0.0,2.0,5.0,151.0,,3174.0,288.0,1234.0,274.0,689.0,1652.0,,505.0,828.0,254.0,609.0,,,41.0,41.0,1.0,2.0,96.0,94.0,1.34,322,197
Public Final Class,org.jfree.chart.renderer.AreaRendererEndType,15.0,1.0,8.0,6.0,3.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,4.0,,,,4.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,,95.0,14.0,42.0,15.0,25.0,39.0,,17.0,28.0,12.0,19.0,,,4.0,4.0,1.0,1.0,25.0,0.0,0.93,10,7
Public Class,org.jfree.chart.renderer.DefaultPolarItemRenderer,20.0,1.0,12.0,7.0,2.0,1.0,,,,,2.0,31.0,31.0,0.0,,0.0,0.0,,,,12.0,2.0,12.0,170.0,0.0,0.0,0.0,12.0,,263.0,22.0,151.0,73.0,96.0,90.0,,79.0,104.0,55.0,77.0,,,4.0,4.0,2.0,2.0,71.0,58.0,0.6,24,15
Public Class,org.jfree.chart.renderer.GrayPaintScale,15.0,0.0,6.0,8.0,2.0,2.0,,,,,4.0,5.0,5.0,0.0,,0.0,0.0,,,,10.0,3.0,10.0,10.0,0.0,0.0,0.0,10.0,,177.0,15.0,70.0,20.0,37.0,92.0,,30.0,48.0,18.0,31.0,,,6.0,6.0,1.0,1.0,50.0,30.0,1.31,17,15
Public Class,org.jfree.chart.renderer.LookupPaintScale,18.0,0.0,10.0,7.0,3.0,2.0,,,,,4.0,14.0,14.0,0.0,,0.0,1.0,,,,11.0,4.0,11.0,11.0,0.0,2.0,0.0,9.0,,323.0,32.0,161.0,43.0,90.0,130.0,,70.0,111.0,39.0,78.0,,,10.0,7.0,1.0,2.0,57.0,48.0,0.81,29,21
Static Class,org.jfree.chart.renderer.LookupPaintScale.PaintItem,14.0,0.0,8.0,6.0,2.0,2.0,,,,,3.0,7.0,7.0,0.0,,0.0,1.0,,,,5.0,2.0,5.0,5.0,0.0,2.0,0.0,3.0,,92.0,9.0,46.0,14.0,25.0,37.0,,21.0,33.0,13.0,20.0,,,5.0,5.0,1.0,1.0,30.0,30.0,0.8,11,11
Public Class,org.jfree.chart.renderer.NotOutlierException,8.0,0.0,3.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,16.0,2.0,5.0,2.0,1.0,9.0,,1.0,3.0,2.0,1.0,,,1.0,1.0,2.0,0.0,0.0,0.0,1.8,1,1
Public Class,org.jfree.chart.renderer.Outlier,12.0,0.0,6.0,7.0,2.0,2.0,,,,,2.0,3.0,3.0,0.0,,0.0,0.0,,,,11.0,2.0,11.0,11.0,0.0,0.0,0.0,11.0,,161.0,14.0,65.0,18.0,32.0,82.0,,24.0,42.0,18.0,26.0,,,5.0,5.0,1.0,1.0,59.0,36.0,1.26,17,17
Public Class,org.jfree.chart.renderer.OutlierList,11.0,0.0,5.0,6.0,1.0,1.0,,,,,1.0,5.0,5.0,0.0,,0.0,0.0,,,,9.0,3.0,9.0,9.0,0.0,0.0,0.0,9.0,,135.0,16.0,48.0,18.0,24.0,71.0,,23.0,34.0,19.0,19.0,,,2.0,1.0,1.0,1.0,70.0,59.0,1.48,11,9
Public Class,org.jfree.chart.renderer.OutlierListCollection,13.0,0.0,6.0,7.0,2.0,1.0,,,,,1.0,5.0,5.0,0.0,,0.0,0.0,,,,8.0,3.0,8.0,8.0,0.0,1.0,0.0,7.0,,136.0,14.0,49.0,15.0,25.0,73.0,,22.0,34.0,16.0,20.0,,,5.0,1.0,1.0,3.0,71.0,71.0,1.49,12,8
Public Interface,org.jfree.chart.renderer.PaintScale,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,2.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,30.0,4.0,5.0,4.0,0.0,21.0,,3.0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0,0
Public Interface,org.jfree.chart.renderer.PolarItemRenderer,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,9.0,9.0,1.0,,0.0,0.0,,,,8.0,0.0,8.0,8.0,0.0,0.0,0.0,8.0,,89.0,10.0,22.0,21.0,0.0,57.0,,8.0,9.0,9.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0,0
Public Class,org.jfree.chart.renderer.RenderAttributes,4.0,0.0,4.0,0.0,1.0,1.0,,,,,3.0,14.0,14.0,0.0,,0.0,0.0,,,,63.0,25.0,63.0,63.0,0.0,0.0,10.0,53.0,,417.0,100.0,293.0,99.0,121.0,24.0,,126.0,210.0,99.0,121.0,,,5.0,1.0,1.0,1.0,95.0,93.0,0.08,87,63
Public Class,org.jfree.chart.renderer.RendererState,11.0,0.0,5.0,6.0,2.0,1.0,,,,,1.0,3.0,3.0,3.0,,0.0,0.0,,,,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,,45.0,5.0,19.0,7.0,8.0,21.0,,7.0,13.0,7.0,7.0,,,3.0,1.0,1.0,2.0,0.0,0.0,1.11,5,3
Public Class,org.jfree.chart.renderer.RendererUtilities,71.0,0.0,51.0,20.0,11.0,6.0,,,,,1.0,3.0,3.0,0.0,,3.0,0.0,,,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,223.0,4.0,154.0,39.0,106.0,65.0,,69.0,104.0,36.0,86.0,,,16.0,8.0,1.0,3.0,0.0,0.0,0.42,34,17
Public Class,org.jfree.chart.renderer.WaferMapRenderer,19.0,0.0,12.0,7.0,3.0,1.0,,,,,1.0,20.0,20.0,0.0,,0.0,3.0,,,,15.0,4.0,15.0,173.0,0.0,7.0,0.0,8.0,,322.0,30.0,187.0,62.0,122.0,110.0,,95.0,130.0,65.0,93.0,,,6.0,1.0,2.0,4.0,70.0,52.0,0.59,43,15
Public Abstract Class,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,25.0,1.0,14.0,11.0,3.0,1.0,,,,,5.0,69.0,69.0,8.0,,0.0,1.0,,,,66.0,14.0,66.0,224.0,0.0,0.0,11.0,55.0,,1818.0,142.0,938.0,296.0,585.0,739.0,,384.0,569.0,208.0,451.0,,,19.0,14.0,2.0,4.0,92.0,90.0,0.79,184,89
Public Class,org.jfree.chart.renderer.category.AreaRenderer,35.0,3.0,24.0,9.0,4.0,2.0,,,,,4.0,25.0,25.0,1.0,,0.0,1.0,,,,7.0,1.0,7.0,231.0,0.0,0.0,0.0,7.0,,274.0,29.0,170.0,55.0,125.0,75.0,,92.0,124.0,46.0,105.0,,,16.0,4.0,3.0,2.0,29.0,29.0,0.44,31,14
Public Interface,org.jfree.chart.renderer.category.BarPainter,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,4.0,4.0,2.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,34.0,3.0,8.0,7.0,0.0,23.0,,2.0,3.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0,0
Public Class,org.jfree.chart.renderer.category.BarRenderer,24.0,1.0,14.0,10.0,3.0,2.0,,,,,4.0,45.0,45.0,6.0,,4.0,5.0,,,,44.0,14.0,48.0,272.0,0.0,4.0,5.0,39.0,,1321.0,102.0,694.0,206.0,445.0,530.0,,299.0,441.0,160.0,354.0,,,26.0,16.0,3.0,4.0,91.0,89.0,0.76,143,74
Public Class,org.jfree.chart.renderer.category.BarRenderer3D,38.0,3.0,25.0,9.0,3.0,2.0,,,,,5.0,45.0,45.0,1.0,,0.0,4.0,,,,17.0,3.0,17.0,289.0,0.0,2.0,0.0,15.0,,690.0,78.0,437.0,183.0,344.0,176.0,,274.0,324.0,144.0,286.0,,,11.0,6.0,4.0,2.0,65.0,37.0,0.4,53,26
Public Class,org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,32.0,2.0,19.0,11.0,3.0,1.0,,,,,4.0,42.0,42.0,0.0,,0.0,1.0,,,,25.0,6.0,25.0,249.0,0.0,6.0,2.0,17.0,,879.0,88.0,488.0,192.0,346.0,306.0,,241.0,321.0,142.0,265.0,,,22.0,9.0,3.0,3.0,77.0,71.0,0.63,81,35
Public Interface,org.jfree.chart.renderer.category.CategoryItemRenderer,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,28.0,28.0,2.0,,0.0,0.0,,,,153.0,0.0,153.0,154.0,0.0,0.0,0.0,153.0,,1924.0,193.0,208.0,207.0,0.0,1523.0,,153.0,154.0,154.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,7.32,0,0
Public Class,org.jfree.chart.renderer.category.CategoryItemRendererState,12.0,0.0,5.0,8.0,1.0,1.0,,,,,1.0,3.0,3.0,1.0,,0.0,0.0,,,,13.0,5.0,13.0,16.0,1.0,0.0,0.0,12.0,,206.0,19.0,67.0,21.0,29.0,120.0,,30.0,49.0,22.0,27.0,,,4.0,4.0,2.0,2.0,78.0,78.0,1.79,18,16
Public Class,org.jfree.chart.renderer.category.CategoryStepRenderer,27.0,2.0,15.0,10.0,3.0,2.0,,,,,4.0,21.0,21.0,0.0,,0.0,2.0,,,,9.0,1.0,9.0,233.0,0.0,0.0,2.0,7.0,,297.0,31.0,152.0,56.0,101.0,118.0,,71.0,102.0,42.0,79.0,,,10.0,4.0,3.0,4.0,56.0,33.0,0.78,28,16
Protected Static Class,org.jfree.chart.renderer.category.CategoryStepRenderer.State,10.0,0.0,4.0,6.0,1.0,1.0,,,,,1.0,3.0,3.0,0.0,,0.0,0.0,,,,1.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,,23.0,3.0,7.0,3.0,2.0,13.0,,3.0,5.0,3.0,2.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.86,1,1
Public Class,org.jfree.chart.renderer.category.DefaultCategoryItemRenderer,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,0.0,1.0,,,,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,,13.0,3.0,4.0,3.0,1.0,6.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,4.0,0.0,0.0,0.0,1.5,0,0
Public Class,org.jfree.chart.renderer.category.GanttRenderer,31.0,2.0,20.0,10.0,4.0,2.0,,,,,2.0,29.0,29.0,0.0,,0.0,1.0,,,,16.0,4.0,16.0,293.0,0.0,2.0,2.0,12.0,,551.0,52.0,323.0,98.0,230.0,177.0,,146.0,204.0,76.0,168.0,,,18.0,7.0,5.0,3.0,69.0,50.0,0.55,57,27
Public Class,org.jfree.chart.renderer.category.GradientBarPainter,33.0,2.0,22.0,9.0,3.0,2.0,,,,,3.0,12.0,12.0,0.0,,0.0,0.0,,,,9.0,3.0,9.0,9.0,0.0,3.0,0.0,6.0,,324.0,29.0,202.0,54.0,148.0,94.0,,107.0,139.0,41.0,119.0,,,9.0,6.0,1.0,2.0,56.0,44.0,0.47,31,16
Public Class,org.jfree.chart.renderer.category.GroupedStackedBarRenderer,39.0,2.0,28.0,10.0,5.0,1.0,,,,,4.0,22.0,22.0,0.0,,0.0,1.0,,,,7.0,1.0,7.0,288.0,0.0,0.0,2.0,5.0,,302.0,22.0,201.0,73.0,134.0,79.0,,82.0,115.0,51.0,91.0,,,13.0,4.0,5.0,4.0,0.0,0.0,0.39,32,10
Public Class,org.jfree.chart.renderer.category.IntervalBarRenderer,39.0,4.0,23.0,12.0,4.0,2.0,,,,,1.0,17.0,17.0,1.0,,0.0,1.0,,,,5.0,0.0,5.0,277.0,0.0,0.0,1.0,4.0,,214.0,27.0,118.0,44.0,82.0,69.0,,52.0,72.0,30.0,60.0,,,13.0,4.0,4.0,2.0,0.0,0.0,0.58,20,10
Public Class,org.jfree.chart.renderer.category.LayeredBarRenderer,52.0,4.0,35.0,14.0,7.0,2.0,,,,,2.0,21.0,21.0,0.0,,0.0,1.0,,,,7.0,1.0,7.0,279.0,0.0,0.0,3.0,4.0,,388.0,37.0,250.0,88.0,176.0,111.0,,116.0,164.0,69.0,144.0,,,17.0,6.0,4.0,3.0,57.0,14.0,0.44,47,17
Public Class,org.jfree.chart.renderer.category.LevelRenderer,26.0,1.0,15.0,11.0,3.0,1.0,,,,,4.0,24.0,24.0,0.0,,0.0,2.0,,,,13.0,2.0,13.0,237.0,0.0,0.0,3.0,10.0,,379.0,30.0,199.0,78.0,129.0,151.0,,88.0,121.0,52.0,95.0,,,8.0,5.0,3.0,2.0,58.0,31.0,0.76,33,19
Public Class,org.jfree.chart.renderer.category.LineAndShapeRenderer,20.0,1.0,10.0,9.0,2.0,1.0,,,,,4.0,28.0,28.0,3.0,,0.0,1.0,,,,35.0,11.0,35.0,259.0,0.0,0.0,0.0,35.0,,808.0,70.0,367.0,94.0,228.0,372.0,,158.0,237.0,84.0,181.0,,,24.0,12.0,3.0,4.0,85.0,79.0,1.01,80,52
Public Class,org.jfree.chart.renderer.category.LineRenderer3D,33.0,3.0,21.0,9.0,3.0,2.0,,,,,3.0,35.0,35.0,0.0,,0.0,4.0,,,,16.0,3.0,16.0,275.0,0.0,2.0,0.0,14.0,,578.0,66.0,352.0,137.0,267.0,161.0,,214.0,260.0,107.0,228.0,,,12.0,6.0,4.0,4.0,58.0,44.0,0.46,45,25
Public Class,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,22.0,1.0,12.0,9.0,2.0,1.0,,,,,1.0,31.0,31.0,0.0,,0.0,1.0,,,,19.0,9.0,19.0,243.0,0.0,4.0,0.0,15.0,,480.0,45.0,245.0,67.0,159.0,191.0,,111.0,164.0,58.0,127.0,,,13.0,6.0,3.0,5.0,82.0,82.0,0.78,42,24
Anonymous Class,org.jfree.chart.renderer.category.MinMaxCategoryRenderer.getIcon.(Anon_1),6.0,0.0,6.0,0.0,2.0,1.0,,,,,1.0,5.0,5.0,0.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,22.0,2.0,20.0,1.0,15.0,0.0,,9.0,14.0,4.0,10.0,,,3.0,1.0,2.0,1.0,0.0,0.0,0.0,5,3
Anonymous Class,org.jfree.chart.renderer.category.MinMaxCategoryRenderer.getIcon.(Anon_2),6.0,0.0,6.0,0.0,2.0,1.0,,,,,1.0,5.0,5.0,0.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,20.0,2.0,18.0,1.0,13.0,0.0,,7.0,12.0,4.0,8.0,,,3.0,1.0,2.0,1.0,0.0,0.0,0.0,5,3
Public Class,org.jfree.chart.renderer.category.ScatterRenderer,18.0,0.0,10.0,8.0,2.0,2.0,,,,,4.0,32.0,32.0,0.0,,0.0,0.0,,,,24.0,7.0,24.0,248.0,0.0,2.0,0.0,22.0,,519.0,44.0,241.0,70.0,147.0,234.0,,110.0,162.0,61.0,122.0,,,12.0,10.0,3.0,3.0,77.0,73.0,0.97,53,38
Public Class,org.jfree.chart.renderer.category.StackedAreaRenderer,32.0,2.0,20.0,10.0,3.0,1.0,,,,,4.0,18.0,18.0,0.0,,0.0,1.0,,,,12.0,1.0,12.0,243.0,0.0,2.0,2.0,8.0,,419.0,38.0,248.0,84.0,177.0,135.0,,136.0,174.0,66.0,138.0,,,11.0,4.0,4.0,4.0,50.0,42.0,0.54,37,15
Public Class,org.jfree.chart.renderer.category.StackedBarRenderer,32.0,2.0,21.0,9.0,4.0,2.0,,,,,4.0,22.0,22.0,1.0,,0.0,1.0,,,,9.0,1.0,9.0,281.0,0.0,0.0,1.0,8.0,,313.0,26.0,195.0,56.0,128.0,93.0,,79.0,117.0,44.0,94.0,,,19.0,4.0,4.0,3.0,33.0,22.0,0.48,37,16
Public Class,org.jfree.chart.renderer.category.StackedBarRenderer3D,39.0,3.0,25.0,11.0,4.0,1.0,,,,,4.0,32.0,32.0,1.0,,0.0,1.0,,,,18.0,2.0,18.0,307.0,0.0,2.0,4.0,12.0,,742.0,72.0,458.0,165.0,345.0,213.0,,269.0,333.0,131.0,283.0,,,13.0,5.0,5.0,3.0,64.0,58.0,0.47,65,26
Public Class,org.jfree.chart.renderer.category.StandardBarPainter,25.0,1.0,15.0,9.0,4.0,2.0,,,,,3.0,12.0,12.0,0.0,,0.0,0.0,,,,6.0,0.0,6.0,6.0,0.0,1.0,0.0,5.0,,170.0,13.0,93.0,26.0,59.0,64.0,,42.0,64.0,19.0,55.0,,,9.0,3.0,1.0,2.0,0.0,0.0,0.69,21,10
Public Class,org.jfree.chart.renderer.category.StatisticalBarRenderer,40.0,3.0,27.0,12.0,5.0,2.0,,,,,5.0,32.0,32.0,0.0,,0.0,1.0,,,,12.0,2.0,12.0,284.0,0.0,2.0,2.0,8.0,,523.0,46.0,326.0,107.0,229.0,161.0,,146.0,203.0,76.0,181.0,,,20.0,6.0,4.0,3.0,33.0,25.0,0.49,58,26
Public Class,org.jfree.chart.renderer.category.StatisticalLineAndShapeRenderer,30.0,1.0,20.0,9.0,4.0,2.0,,,,,4.0,29.0,29.0,0.0,,0.0,1.0,,,,12.0,2.0,12.0,271.0,0.0,2.0,0.0,10.0,,400.0,33.0,240.0,48.0,159.0,128.0,,96.0,142.0,38.0,119.0,,,30.0,5.0,4.0,4.0,38.0,29.0,0.53,45,20
Public Class,org.jfree.chart.renderer.category.WaterfallBarRenderer,25.0,1.0,17.0,7.0,3.0,2.0,,,,,1.0,32.0,32.0,0.0,,0.0,1.0,,,,15.0,4.0,15.0,287.0,0.0,2.0,0.0,13.0,,431.0,41.0,256.0,64.0,174.0,135.0,,120.0,171.0,54.0,137.0,,,15.0,8.0,4.0,4.0,60.0,47.0,0.53,50,24
Public Class,org.jfree.chart.renderer.junit.RendererChangeDetector,8.0,0.0,3.0,5.0,1.0,1.0,,,,,2.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,,46.0,6.0,15.0,6.0,4.0,25.0,,5.0,10.0,6.0,4.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.67,4,4
Public Abstract Class,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,27.0,1.0,16.0,10.0,3.0,1.0,,,,,5.0,65.0,65.0,18.0,,0.0,1.0,,,,64.0,12.0,64.0,222.0,0.0,1.0,9.0,54.0,,1859.0,146.0,1052.0,334.0,687.0,663.0,,459.0,657.0,242.0,540.0,,,19.0,14.0,2.0,4.0,91.0,88.0,0.63,199,91
Public Class,org.jfree.chart.renderer.xy.CandlestickRenderer,24.0,1.0,12.0,10.0,3.0,1.0,,,,,5.0,33.0,33.0,0.0,,0.0,4.0,,,,31.0,12.0,31.0,253.0,0.0,2.0,0.0,29.0,,849.0,78.0,406.0,115.0,256.0,366.0,,194.0,272.0,101.0,203.0,,,26.0,13.0,3.0,4.0,85.0,81.0,0.9,79,45
Public Class,org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,32.0,2.0,21.0,9.0,4.0,2.0,,,,,4.0,20.0,20.0,0.0,,0.0,1.0,,,,8.0,1.0,8.0,277.0,0.0,0.0,1.0,7.0,,288.0,25.0,174.0,64.0,115.0,92.0,,89.0,121.0,57.0,87.0,,,15.0,4.0,4.0,3.0,50.0,38.0,0.53,31,13
Public Class,org.jfree.chart.renderer.xy.CyclicXYItemRenderer,45.0,2.0,33.0,10.0,7.0,2.0,,,,,2.0,11.0,11.0,0.0,,0.0,1.0,,,,5.0,0.0,5.0,261.0,0.0,0.0,0.0,5.0,,427.0,38.0,227.0,50.0,142.0,162.0,,109.0,164.0,44.0,125.0,,,32.0,5.0,4.0,3.0,0.0,0.0,0.71,36,9
Protected Static Class,org.jfree.chart.renderer.xy.CyclicXYItemRenderer.OverwriteDataSet,11.0,0.0,4.0,7.0,1.0,1.0,,,,,2.0,6.0,6.0,0.0,,0.0,0.0,,,,14.0,3.0,14.0,14.0,0.0,0.0,0.0,14.0,,177.0,17.0,59.0,22.0,23.0,101.0,,25.0,43.0,22.0,23.0,,,2.0,1.0,1.0,1.0,76.0,71.0,1.71,17,14
Public Class,org.jfree.chart.renderer.xy.DefaultXYItemRenderer,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,0.0,1.0,,,,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,,13.0,3.0,4.0,3.0,1.0,6.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,4.0,0.0,0.0,0.0,1.5,0,0
Public Class,org.jfree.chart.renderer.xy.DeviationRenderer,21.0,1.0,11.0,9.0,2.0,1.0,,,,,1.0,20.0,20.0,0.0,,0.0,0.0,,,,12.0,1.0,12.0,278.0,0.0,0.0,2.0,10.0,,312.0,32.0,141.0,43.0,88.0,139.0,,72.0,103.0,39.0,78.0,,,13.0,4.0,4.0,3.0,58.0,50.0,0.99,28,15
Public Static Class,org.jfree.chart.renderer.xy.DeviationRenderer.State,10.0,0.0,5.0,5.0,1.0,1.0,,,,,1.0,3.0,3.0,0.0,,0.0,0.0,,,,1.0,2.0,1.0,19.0,0.0,0.0,0.0,1.0,,29.0,4.0,9.0,4.0,3.0,16.0,,5.0,7.0,4.0,3.0,,,1.0,1.0,4.0,0.0,0.0,0.0,1.78,1,1
